rut_origen,dv_origen,banco_origen,cuenta_origen,rut_destino,dv_destino,banco_destino,cuenta_destino,monto_transf,tipo_transf,fecha_transferencia,hora_transferencia,comentario
1980340,7,Banco BCI,29232459,9476133,5,Banco de Chile,23948885,14718,TEF,2023-11-18,23:00:00,Servicios
7384053,5,Banco de Chile,96519897,11973713,3,Banco Estado,69023307,173578,TEF,2023-11-21,20:00:00,Devolución
13978727,4,Banco Santander,62343811,20229750,9,Banco Santander,11631581,99057,TEF,2023-11-29,19:00:00,Honorarios
18705891,8,Itau,34441943,6132021,3,Scotiabank,48758802,17539,TEF,2023-11-25,01:00:00,Servicios
9708706,3,Itau,50137419,5230313,2,Banco Santander,59314720,223243,TEF,2023-11-24,06:00:00,Pago
10270504,6,Banco Santander,79891309,20291153,9,Banco Estado,87249553,155649,TEF,2023-11-19,01:00:00,Varios
1494826,9,Banco Estado,21111375,5306871,3,Banco BCI,85025914,225986,TEF,2023-11-15,00:00:00,Varios
20289789,2,Banco Santander,37172348,11037166,1,Banco Santander,77201017,27993,TEF,2023-10-05,19:00:00,Préstamo
22590742,4,Itau,11962619,10500198,2,Itau,11760123,155922,TEF,2023-11-14,08:00:00,Devolución
23471637,0,Banco de Chile,76551999,3256179,K,Banco Santander,55304051,90557,TEF,2023-10-30,12:00:00,Abono
18218597,8,Banco Santander,83886328,14263273,8,Banco Estado,97295200,95746,TEF,2023-11-18,18:00:00,Pago
22292996,7,Banco de Chile,10285244,24460991,6,Banco BCI,13489944,67625,TEF,2023-10-20,04:00:00,Devolución
20925184,2,Banco BCI,76808559,10928329,0,Scotiabank,80612380,157492,TEF,2023-10-04,13:00:00,Varios
9801729,2,Itau,79868085,15457740,7,Banco de Chile,10207035,215184,TEF,2023-11-20,07:00:00,Remuneración
23499928,9,Banco BCI,69332390,17132041,8,Banco Santander,58030965,204976,TEF,2023-10-04,14:00:00,Honorarios
19197377,3,Itau,76775720,21167838,2,Banco de Chile,66719671,207275,TEF,2023-10-23,23:00:00,Pago
20289789,2,Banco Santander,37172348,17431434,K,Banco Estado,10544124,240554,TEF,2023-10-07,21:00:00,Pago
16555577,3,Banco Estado,77999742,4964860,1,Scotiabank,96188675,23113,TEF,2023-10-06,23:00:00,Devolución
8613958,7,Banco de Chile,31804209,18306630,6,Scotiabank,25144952,170162,TEF,2023-11-14,20:00:00,Abono
3568820,0,Scotiabank,76895791,18197014,4,Banco BCI,81995468,224606,TEF,2023-11-01,05:00:00,Devolución
20432453,6,Banco Santander,72059775,3649093,K,Banco de Chile,37567987,133550,TEF,2023-10-22,21:00:00,Honorarios
15993169,9,Scotiabank,84502254,6008987,0,Banco de Chile,36333373,64093,TEF,2023-10-12,13:00:00,Servicios
22594294,7,Itau,88073534,9309505,0,Scotiabank,29943980,200502,TEF,2023-11-18,03:00:00,Préstamo
8281568,6,Scotiabank,52925399,12876345,0,Scotiabank,85945032,228485,TEF,2023-11-17,22:00:00,Honorarios
23809668,5,Itau,69743199,14056500,5,Banco de Chile,97338731,106826,TEF,2023-11-25,16:00:00,Honorarios
21333262,2,Banco BCI,40661233,11255375,1,Scotiabank,73657910,216946,TEF,2023-10-24,04:00:00,Devolución
13213824,6,Banco Santander,17351882,15884339,7,Banco BCI,76417088,165943,TEF,2023-11-09,22:00:00,Servicios
14768772,K,Itau,99427035,7660639,2,Banco BCI,55411433,175903,TEF,2023-11-28,03:00:00,Abono
17143391,1,Banco de Chile,70879960,24267943,6,Banco Santander,96634971,45719,TEF,2023-11-15,22:00:00,Servicios
1898793,9,Banco Santander,79218753,12598425,8,Banco de Chile,90596967,181975,TEF,2023-11-19,03:00:00,Pago
15245631,0,Scotiabank,55265376,3674502,8,Itau,28188847,99236,TEF,2023-11-02,00:00:00,Servicios
16555577,3,Banco Estado,77999742,24012224,2,Banco de Chile,51253290,56404,TEF,2023-10-15,07:00:00,Remuneración
24129380,7,Banco BCI,18707925,4297418,0,Banco BCI,34894766,160923,TEF,2023-10-30,06:00:00,Pago
16368297,1,Banco BCI,40736795,11550364,9,Banco Estado,92932442,108408,TEF,2023-10-01,17:00:00,Honorarios
6528316,6,Banco BCI,78385026,1007865,7,Banco BCI,23251107,215168,TEF,2023-11-21,17:00:00,Remuneración
13434825,0,Scotiabank,90525778,12318715,4,Banco de Chile,79174977,155087,TEF,2023-11-10,19:00:00,Devolución
18428353,6,Scotiabank,85272484,4356033,9,Scotiabank,46416228,36253,TEF,2023-10-07,07:00:00,Devolución
11224684,9,Banco Estado,25544988,6510716,4,Banco BCI,66017919,167368,TEF,2023-11-30,01:00:00,Remuneración
24395848,3,Itau,42091376,4627379,3,Itau,77184940,164148,TEF,2023-10-20,09:00:00,Préstamo
15164135,7,Scotiabank,62739758,9901522,0,Banco Estado,76041630,68137,TEF,2023-11-01,22:00:00,Abono
2276664,1,Banco BCI,82812143,14037802,7,Scotiabank,52455881,6378,TEF,2023-11-22,13:00:00,Remuneración
21907888,7,Itau,94373170,1798457,5,Banco BCI,19413069,209293,TEF,2023-10-23,05:00:00,Honorarios
5031341,7,Banco de Chile,24535951,13978185,5,Banco BCI,49323403,123683,TEF,2023-11-03,10:00:00,Préstamo
9290968,4,Scotiabank,34524738,12164599,4,Banco BCI,29922556,181732,TEF,2023-11-24,02:00:00,Devolución
12285785,4,Banco Santander,15095242,19443198,1,Scotiabank,25304655,111162,TEF,2023-11-26,10:00:00,Honorarios
9832710,1,Banco de Chile,70649050,1087252,8,Banco Estado,43157897,145289,TEF,2023-11-15,11:00:00,Abono
23809668,5,Itau,69743199,14305356,K,Banco BCI,95067427,66436,TEF,2023-10-11,21:00:00,Préstamo
19232616,1,Banco Estado,83358474,21078039,8,Scotiabank,31413264,35708,TEF,2023-11-08,15:00:00,Honorarios
12345919,5,Banco de Chile,62732413,11968509,9,Banco de Chile,64535831,130667,TEF,2023-11-25,12:00:00,Pago
3878813,7,Banco BCI,65132986,12148609,K,Scotiabank,10634034,147278,TEF,2023-11-27,16:00:00,Remuneración
19138465,K,Banco Santander,12626263,16902986,2,Banco Estado,82227738,179306,TEF,2023-10-22,17:00:00,Servicios
9909626,K,Scotiabank,45777787,17666714,5,Banco de Chile,63459968,223113,TEF,2023-10-14,18:00:00,Abono
24935600,K,Banco Estado,58153683,17772400,8,Scotiabank,98049351,210942,TEF,2023-11-10,19:00:00,Préstamo
8613958,7,Banco de Chile,31804209,10613926,7,Banco BCI,11882915,88221,TEF,2023-10-26,21:00:00,Remuneración
11361429,0,Itau,74446211,13625862,1,Banco Santander,73943400,193222,TEF,2023-10-31,04:00:00,Pago
11019603,8,Scotiabank,54983781,18428353,6,Scotiabank,85272484,6058,TEF,2023-11-24,16:00:00,Devolución
24395848,3,Itau,42091376,8158607,5,Banco Santander,96546927,18210,TEF,2023-11-06,02:00:00,Devolución
10656359,4,Itau,43584318,19913677,0,Scotiabank,47799876,132192,TEF,2023-10-26,13:00:00,Devolución
22310824,3,Scotiabank,67729759,17569577,7,Banco Santander,84780096,84803,TEF,2023-11-09,16:00:00,Servicios
18178470,K,Banco Santander,67236264,19977419,2,Scotiabank,78586810,50287,TEF,2023-10-04,11:00:00,Pago
2276664,1,Banco BCI,82812143,11255375,1,Scotiabank,73657910,74229,TEF,2023-11-22,01:00:00,Abono
17385537,4,Itau,49861711,14143472,1,Banco Santander,72748928,93394,TEF,2023-11-20,22:00:00,Servicios
22695291,8,Scotiabank,48038689,17788251,3,Itau,62608892,79402,TEF,2023-10-09,14:00:00,Devolución
21055078,K,Banco BCI,71237032,13357008,3,Scotiabank,25112492,199586,TEF,2023-11-22,16:00:00,Servicios
5623126,3,Banco Santander,31517120,5015790,4,Banco BCI,95347222,80334,TEF,2023-10-14,01:00:00,Pago
23550690,4,Banco Santander,62193317,19040698,K,Scotiabank,60846738,213865,TEF,2023-10-12,21:00:00,Préstamo
18424955,2,Scotiabank,39870020,1980340,7,Banco BCI,29232459,161508,TEF,2023-10-29,11:00:00,Préstamo
24585456,6,Banco Estado,21959785,23177410,4,Scotiabank,63737527,108269,TEF,2023-11-23,06:00:00,Abono
20066488,7,Itau,25250122,19913677,0,Scotiabank,47799876,188252,TEF,2023-11-06,00:00:00,Préstamo
3674502,8,Itau,28188847,8103858,4,Banco BCI,90547282,136673,TEF,2023-10-23,08:00:00,Honorarios
24429513,6,Banco Santander,72129827,11063488,2,Banco Estado,33756015,224213,TEF,2023-11-01,13:00:00,Abono
17431434,K,Banco Estado,10544124,11973713,3,Banco Estado,69023307,51830,TEF,2023-11-18,02:00:00,Honorarios
5347424,8,Itau,78524565,10997594,7,Banco Estado,80547552,104394,TEF,2023-11-06,09:00:00,Remuneración
2308862,2,Banco Santander,62540021,21907888,7,Itau,94373170,131746,TEF,2023-10-02,10:00:00,Servicios
21206440,7,Banco de Chile,36670820,11906961,9,Banco Estado,58333053,23181,TEF,2023-10-13,05:00:00,Servicios
22390837,7,Banco Estado,52278172,14056500,5,Banco de Chile,97338731,131409,TEF,2023-10-07,12:00:00,Abono
11592190,9,Scotiabank,69476770,4495540,9,Banco de Chile,23704151,120705,TEF,2023-11-08,08:00:00,Préstamo
18493273,6,Banco BCI,55343623,18217248,2,Banco Santander,22263221,60013,TEF,2023-10-27,17:00:00,Pago
9400099,9,Scotiabank,85840339,8887924,8,Banco Santander,37978048,160030,TEF,2023-11-21,21:00:00,Devolución
13493751,2,Banco Estado,46640156,16728825,K,Itau,74576352,225105,TEF,2023-10-18,23:00:00,Servicios
21272536,8,Banco Estado,83268153,23420827,9,Scotiabank,67858130,162544,TEF,2023-11-26,07:00:00,Préstamo
10440429,8,Banco Estado,17539762,21206440,7,Banco de Chile,36670820,200089,TEF,2023-10-21,15:00:00,Honorarios
19040698,K,Scotiabank,60846738,22574023,2,Itau,63805958,195580,TEF,2023-11-04,17:00:00,Pago
21129641,1,Banco Estado,53146891,12834116,5,Banco Santander,78864734,52765,TEF,2023-11-21,08:00:00,Remuneración
12557256,2,Banco Santander,71391623,8973921,8,Banco de Chile,91603098,90499,TEF,2023-10-14,06:00:00,Honorarios
7016072,4,Scotiabank,48882053,2644169,4,Banco Estado,56317039,134476,TEF,2023-11-01,09:00:00,Servicios
24013392,2,Itau,13884486,11595446,K,Scotiabank,58120229,123046,TEF,2023-10-15,21:00:00,Abono
18410018,1,Banco BCI,65516048,4557206,0,Banco Estado,79235042,159668,TEF,2023-11-24,16:00:00,Pago
6354481,1,Banco de Chile,87353451,2196967,2,Banco BCI,64772923,217828,TEF,2023-11-02,01:00:00,Remuneración
21186459,7,Banco BCI,17331494,8282172,9,Banco BCI,31794355,209083,TEF,2023-10-12,09:00:00,Pago
21167838,2,Banco de Chile,66719671,18217248,2,Banco Santander,22263221,210660,TEF,2023-10-31,08:00:00,Préstamo
23468852,8,Banco Santander,63757629,20683509,4,Itau,14725582,43829,TEF,2023-10-05,21:00:00,Préstamo
1754113,7,Banco BCI,32328400,18705891,8,Itau,34441943,148943,TEF,2023-11-16,12:00:00,Devolución
17788251,3,Itau,62608892,21640788,K,Banco BCI,28057180,12488,TEF,2023-10-06,15:00:00,Pago
13006853,5,Scotiabank,17900013,3256179,K,Banco Santander,55304051,210149,TEF,2023-10-11,16:00:00,Varios
19457945,9,Banco BCI,68008290,14143472,1,Banco Santander,72748928,57098,TEF,2023-10-03,21:00:00,Abono
16318366,0,Banco de Chile,10286264,13162273,3,Banco de Chile,60489926,167387,TEF,2023-11-23,06:00:00,Devolución
6437923,5,Banco Santander,32529555,8111160,4,Itau,39838268,60549,TEF,2023-11-19,19:00:00,Remuneración
10632268,9,Itau,63532523,3401008,6,Itau,76286627,203927,TEF,2023-10-08,01:00:00,Remuneración
1600033,9,Banco de Chile,64441259,4459478,8,Banco BCI,27307125,203503,TEF,2023-10-21,06:00:00,Remuneración
12901911,9,Banco Estado,58716752,1673308,4,Itau,64818996,65201,TEF,2023-10-25,17:00:00,Devolución
21402772,7,Banco BCI,85893638,2821547,9,Itau,51900637,23508,TEF,2023-11-20,19:00:00,Remuneración
15944004,8,Banco BCI,28827648,13886707,1,Banco de Chile,88025689,128012,TEF,2023-11-20,00:00:00,Varios
10395898,9,Banco Santander,97901298,19068039,5,Banco Santander,70940675,108501,TEF,2023-10-16,09:00:00,Abono
5453797,0,Scotiabank,48125149,19617035,0,Banco Santander,76186506,171240,TEF,2023-10-09,07:00:00,Remuneración
10026157,3,Scotiabank,94245707,13072573,3,Banco de Chile,99271983,104593,TEF,2023-11-29,23:00:00,Pago
11255375,1,Scotiabank,73657910,3948379,0,Banco de Chile,12025220,122825,TEF,2023-10-30,11:00:00,Remuneración
23668043,8,Banco Estado,20601701,16283159,0,Banco Santander,90443419,19201,TEF,2023-10-25,14:00:00,Préstamo
22235034,K,Banco de Chile,78656685,12225735,2,Banco de Chile,20769161,75677,TEF,2023-11-17,06:00:00,Abono
12518121,6,Itau,95338476,3674502,8,Itau,28188847,58909,TEF,2023-10-09,19:00:00,Pago
1115540,1,Banco Santander,32197633,14253554,0,Banco de Chile,12442097,145853,TEF,2023-11-19,11:00:00,Pago
19990990,5,Itau,52308876,15750305,8,Itau,11073781,10335,TEF,2023-10-18,01:00:00,Abono
9047535,4,Banco BCI,44759082,10997594,7,Banco Estado,80547552,22635,TEF,2023-11-21,19:00:00,Remuneración
16328529,7,Scotiabank,93009551,19706620,9,Scotiabank,32479762,175497,TEF,2023-11-16,04:00:00,Honorarios
24644192,6,Banco Estado,31534421,6766560,4,Banco BCI,99781158,160172,TEF,2023-10-01,19:00:00,Devolución
7108560,4,Banco de Chile,12213992,11595446,K,Scotiabank,58120229,167147,TEF,2023-10-05,20:00:00,Préstamo
9270342,0,Itau,10163863,11172315,5,Itau,80848735,16224,TEF,2023-10-12,15:00:00,Pago
11542404,K,Itau,19111368,15310402,3,Itau,78466964,127780,TEF,2023-11-16,13:00:00,Abono
3884675,8,Banco BCI,88394636,13527171,2,Banco de Chile,24516832,148424,TEF,2023-11-17,07:00:00,Pago
12572032,9,Banco de Chile,71819152,7779857,7,Banco Estado,27009276,102684,TEF,2023-10-02,10:00:00,Varios
8748135,0,Itau,52677898,12164599,4,Banco BCI,29922556,123754,TEF,2023-11-08,03:00:00,Devolución
24129380,7,Banco BCI,18707925,21186459,7,Banco BCI,17331494,104093,TEF,2023-10-04,09:00:00,Préstamo
5499180,2,Itau,41391773,21504295,7,Banco Estado,69906996,125144,TEF,2023-10-06,06:00:00,Préstamo
5392068,6,Scotiabank,48758205,10656359,4,Itau,43584318,128732,TEF,2023-10-09,23:00:00,Préstamo
11635038,8,Banco de Chile,36323839,11814698,7,Itau,26539249,17577,TEF,2023-11-07,05:00:00,Préstamo
10435125,3,Scotiabank,70086976,22631472,3,Banco de Chile,76914705,59718,TEF,2023-11-13,08:00:00,Préstamo
9457316,2,Banco BCI,96193521,21402772,7,Banco BCI,85893638,129334,TEF,2023-10-01,08:00:00,Préstamo
2180681,9,Itau,44101074,13728034,K,Scotiabank,65495584,234897,TEF,2023-11-13,07:00:00,Abono
23539970,3,Scotiabank,81884752,24072633,4,Banco Santander,72788078,120512,TEF,2023-10-06,04:00:00,Devolución
4021945,0,Banco Santander,27568051,5230019,K,Banco Santander,52296728,113002,TEF,2023-11-07,09:00:00,Honorarios
22861173,9,Banco de Chile,77246427,13102548,6,Banco de Chile,10288994,25342,TEF,2023-10-07,09:00:00,Abono
9393195,2,Banco BCI,85103794,21775025,8,Scotiabank,28925327,116771,TEF,2023-11-25,04:00:00,Honorarios
6912654,6,Banco de Chile,12850317,22386429,4,Scotiabank,28448225,118244,TEF,2023-11-08,23:00:00,Varios
20976202,8,Banco Estado,92010374,1873420,5,Banco BCI,35305966,173889,TEF,2023-11-10,14:00:00,Servicios
12940493,K,Banco BCI,11084683,19704777,9,Banco de Chile,10808966,147582,TEF,2023-10-21,05:00:00,Honorarios
4127804,1,Banco BCI,13254428,15081316,3,Banco de Chile,92762291,155821,TEF,2023-10-15,10:00:00,Honorarios
8289971,4,Scotiabank,33908037,11535933,8,Banco Santander,21897099,137162,TEF,2023-11-11,17:00:00,Servicios
11361429,0,Itau,74446211,21235443,1,Itau,70900083,167092,TEF,2023-11-25,17:00:00,Varios
21083519,5,Banco de Chile,68205973,8077328,0,Scotiabank,65427699,91199,TEF,2023-11-09,07:00:00,Remuneración
2481925,9,Itau,86042966,15229451,6,Banco de Chile,40348420,14329,TEF,2023-10-20,01:00:00,Préstamo
3848595,0,Banco de Chile,34661094,21045174,5,Banco Santander,35639835,177119,TEF,2023-10-08,22:00:00,Servicios
18683313,4,Banco Santander,38482821,17102281,1,Scotiabank,39538076,77688,TEF,2023-11-01,20:00:00,Varios
20106877,4,Banco Estado,78188805,13102548,6,Banco de Chile,10288994,81423,TEF,2023-10-26,09:00:00,Abono
23029118,8,Banco Estado,77955215,16318366,0,Banco de Chile,10286264,122508,TEF,2023-10-16,05:00:00,Honorarios
9598496,6,Banco BCI,50845472,4357794,6,Itau,83386797,137388,TEF,2023-11-13,23:00:00,Honorarios
2315458,K,Scotiabank,53170649,11454493,3,Banco Estado,32653872,122590,TEF,2023-10-23,19:00:00,Abono
9378960,2,Banco Santander,25073273,22685479,1,Banco de Chile,57399126,145597,TEF,2023-11-19,10:00:00,Remuneración
5683730,3,Banco de Chile,16355969,3331629,9,Banco Santander,37289566,48327,TEF,2023-10-29,19:00:00,Préstamo
11522918,2,Scotiabank,96494166,2569568,8,Banco Estado,44955973,246377,TEF,2023-11-16,08:00:00,Varios
3827998,7,Banco Estado,18962434,14463629,9,Banco Santander,49853421,89019,TEF,2023-10-21,23:00:00,Remuneración
20913172,4,Scotiabank,68937107,21434603,8,Banco de Chile,53013916,168034,TEF,2023-11-28,09:00:00,Remuneración
8973921,8,Banco de Chile,91603098,7970330,8,Banco Santander,96030241,244362,TEF,2023-10-01,05:00:00,Préstamo
22182877,7,Banco Estado,33413359,14477823,3,Banco BCI,58012811,116942,TEF,2023-10-08,00:00:00,Préstamo
16738734,8,Banco de Chile,62742696,14038943,7,Banco Estado,45667549,140380,TEF,2023-10-18,12:00:00,Pago
6591375,1,Scotiabank,53015314,19704777,9,Banco de Chile,10808966,159404,TEF,2023-10-06,14:00:00,Remuneración
14057301,7,Itau,44954389,10174869,K,Banco BCI,90572128,44840,TEF,2023-11-27,05:00:00,Pago
16874241,3,Banco Santander,20144845,10298810,6,Scotiabank,72604846,167551,TEF,2023-10-09,13:00:00,Devolución
24746758,K,Scotiabank,45457574,11172315,5,Itau,80848735,115199,TEF,2023-10-09,03:00:00,Honorarios
16059938,1,Itau,96180239,12022830,9,Banco Santander,30941568,141119,TEF,2023-11-27,12:00:00,Servicios
19093583,0,Itau,69083761,21129641,1,Banco Estado,53146891,158879,TEF,2023-10-07,18:00:00,Varios
3380534,8,Banco Santander,15720552,18364670,6,Banco BCI,93691660,141717,TEF,2023-11-04,18:00:00,Préstamo
17706895,8,Banco Estado,86743677,10174869,K,Banco BCI,90572128,176641,TEF,2023-10-14,06:00:00,Remuneración
12225735,2,Banco de Chile,20769161,11522918,2,Scotiabank,96494166,54214,TEF,2023-10-29,12:00:00,Devolución
8971917,6,Banco Estado,61975904,11211330,K,Banco Estado,71075979,53535,TEF,2023-11-26,15:00:00,Abono
10395898,9,Banco Santander,97901298,17754409,0,Banco de Chile,81564917,50217,TEF,2023-11-16,00:00:00,Préstamo
7660639,2,Banco BCI,55411433,23499928,9,Banco BCI,69332390,179182,TEF,2023-11-05,05:00:00,Devolución
7108560,4,Banco de Chile,12213992,14747374,1,Banco BCI,23625069,235049,TEF,2023-10-10,02:00:00,Pago
19457945,9,Banco BCI,68008290,16471483,1,Banco Estado,50059005,193162,TEF,2023-11-13,00:00:00,Servicios
1115540,1,Banco Santander,32197633,4964860,1,Scotiabank,96188675,39294,TEF,2023-10-13,04:00:00,Devolución
1004169,K,Banco BCI,77211503,21641463,K,Itau,21971080,146039,TEF,2023-11-01,21:00:00,Devolución
2089312,5,Scotiabank,92904138,13888670,4,Banco Estado,89944338,227741,TEF,2023-11-12,00:00:00,Pago
6459808,1,Banco de Chile,91357995,2148627,7,Banco Estado,28219291,16479,TEF,2023-10-23,20:00:00,Abono
9544801,8,Banco de Chile,81561459,23275835,1,Itau,85156146,106218,TEF,2023-11-03,16:00:00,Servicios
8111160,4,Itau,39838268,6791079,4,Banco BCI,88784145,167252,TEF,2023-10-30,17:00:00,Pago
23157877,3,Scotiabank,50673815,7016072,4,Scotiabank,48882053,191027,TEF,2023-11-20,22:00:00,Honorarios
10052753,1,Banco de Chile,62507541,22993183,3,Banco Estado,16042234,14620,TEF,2023-11-20,22:00:00,Préstamo
5150524,7,Scotiabank,47297585,3183613,7,Banco Santander,78173364,138668,TEF,2023-11-17,06:00:00,Varios
14487007,9,Banco Estado,98409348,2153983,7,Itau,72817147,225146,TEF,2023-11-16,16:00:00,Remuneración
23499928,9,Banco BCI,69332390,2481925,9,Itau,86042966,84223,TEF,2023-10-01,20:00:00,Devolución
18869024,1,Banco de Chile,37884581,11255375,1,Scotiabank,73657910,192189,TEF,2023-10-26,14:00:00,Honorarios
16207005,8,Itau,83747723,12164599,4,Banco BCI,29922556,242207,TEF,2023-10-30,21:00:00,Pago
4782517,2,Scotiabank,87173011,13302644,5,Itau,87069793,34102,TEF,2023-10-31,19:00:00,Remuneración
19131335,9,Scotiabank,75573189,24392711,3,Banco Estado,83204874,130718,TEF,2023-11-02,04:00:00,Servicios
20106877,4,Banco Estado,78188805,13720536,8,Banco BCI,70547276,40950,TEF,2023-11-22,16:00:00,Préstamo
2602873,5,Scotiabank,43738767,12264150,5,Scotiabank,91161669,173687,TEF,2023-10-13,04:00:00,Abono
16719220,2,Banco Estado,20617381,21457017,4,Itau,84084529,210537,TEF,2023-10-13,19:00:00,Préstamo
6766560,4,Banco BCI,99781158,24294910,3,Banco de Chile,44106190,188947,TEF,2023-10-02,08:00:00,Servicios
11968509,9,Banco de Chile,64535831,16555577,3,Banco Estado,77999742,231919,TEF,2023-11-07,22:00:00,Préstamo
19093583,0,Itau,69083761,18194305,1,Itau,94471879,146408,TEF,2023-10-11,04:00:00,Varios
10106393,7,Scotiabank,80701210,18364670,6,Banco BCI,93691660,215471,TEF,2023-10-07,08:00:00,Préstamo
4627379,3,Itau,77184940,13302644,5,Itau,87069793,107736,TEF,2023-11-19,15:00:00,Pago
18995510,1,Banco de Chile,94076677,7336490,9,Scotiabank,69106845,69727,TEF,2023-10-29,10:00:00,Remuneración
20310749,5,Banco de Chile,30070111,2642854,5,Banco BCI,20697412,173074,TEF,2023-11-08,11:00:00,Remuneración
17447708,8,Scotiabank,99356519,4146256,4,Banco Santander,54178486,55568,TEF,2023-11-04,07:00:00,Honorarios
1462349,7,Banco de Chile,59483229,21244412,1,Scotiabank,85009141,43287,TEF,2023-11-30,09:00:00,Abono
19245678,4,Scotiabank,45945729,19149171,9,Banco BCI,67522269,196010,TEF,2023-11-02,06:00:00,Préstamo
3722424,K,Banco BCI,46689303,21167838,2,Banco de Chile,66719671,34341,TEF,2023-11-23,17:00:00,Remuneración
11535933,8,Banco Santander,21897099,4570918,7,Banco Estado,32300936,166952,TEF,2023-10-26,09:00:00,Pago
20467709,2,Banco de Chile,75400097,18972712,4,Itau,89249002,12194,TEF,2023-11-16,04:00:00,Pago
10500198,2,Itau,11760123,8990375,3,Banco de Chile,69853304,163770,TEF,2023-10-03,00:00:00,Honorarios
7660639,2,Banco BCI,55411433,6094047,6,Banco Estado,15635558,226736,TEF,2023-11-05,09:00:00,Abono
11933813,3,Itau,78523049,13240558,7,Banco Santander,91541403,107002,TEF,2023-11-10,11:00:00,Servicios
10870941,2,Banco Estado,53772670,1589425,8,Banco BCI,25939354,232246,TEF,2023-11-19,15:00:00,Abono
1462349,7,Banco de Chile,59483229,12098568,8,Banco BCI,41242982,127572,TEF,2023-11-30,06:00:00,Devolución
21129641,1,Banco Estado,53146891,21497769,4,Scotiabank,29029698,172971,TEF,2023-11-23,02:00:00,Remuneración
2650616,1,Scotiabank,71741664,6165307,4,Banco Estado,13669164,53692,TEF,2023-11-16,19:00:00,Varios
19704777,9,Banco de Chile,10808966,11361429,0,Itau,74446211,131769,TEF,2023-11-26,16:00:00,Remuneración
18217248,2,Banco Santander,22263221,1602618,K,Banco Santander,66162272,187355,TEF,2023-10-04,20:00:00,Devolución
21570179,0,Banco Santander,46609830,3331629,9,Banco Santander,37289566,52675,TEF,2023-10-10,04:00:00,Servicios
21113702,3,Scotiabank,89044123,20086503,9,Banco Santander,39988072,22166,TEF,2023-10-30,11:00:00,Remuneración
5453797,0,Scotiabank,48125149,13538415,8,Itau,24722025,92270,TEF,2023-11-05,09:00:00,Remuneración
17280563,0,Banco de Chile,77421100,12756599,5,Banco BCI,41965368,153504,TEF,2023-11-23,00:00:00,Devolución
21213865,K,Scotiabank,43832758,8087152,9,Banco de Chile,89830752,56995,TEF,2023-11-26,19:00:00,Servicios
2979050,8,Scotiabank,48723940,5955382,1,Banco BCI,65957590,188796,TEF,2023-10-21,18:00:00,Honorarios
24392711,3,Banco Estado,83204874,11061752,6,Banco Estado,39527464,145103,TEF,2023-11-20,20:00:00,Devolución
9056556,5,Banco BCI,45900513,2848482,4,Banco BCI,23026126,76730,TEF,2023-11-05,07:00:00,Servicios
17819899,2,Banco Santander,40688040,14696470,8,Itau,18431902,180778,TEF,2023-11-30,13:00:00,Honorarios
22574023,2,Itau,63805958,11333249,3,Banco de Chile,31233594,73541,TEF,2023-11-27,19:00:00,Préstamo
10131441,9,Banco BCI,22009608,15196992,9,Banco de Chile,23887068,57835,TEF,2023-10-08,23:00:00,Honorarios
9270342,0,Itau,10163863,7336490,9,Scotiabank,69106845,201207,TEF,2023-10-20,04:00:00,Pago
3838738,1,Banco de Chile,69697353,12518121,6,Itau,95338476,212070,TEF,2023-11-26,13:00:00,Honorarios
8156802,4,Banco BCI,58142047,11550364,9,Banco Estado,92932442,65697,TEF,2023-11-12,03:00:00,Préstamo
12098568,8,Banco BCI,41242982,4679458,6,Banco Estado,22530899,63847,TEF,2023-10-22,19:00:00,Remuneración
23430609,1,Banco Santander,22520818,14147799,5,Itau,52952928,220639,TEF,2023-10-06,23:00:00,Servicios
8554136,5,Banco Santander,44127847,14056500,5,Banco de Chile,97338731,16432,TEF,2023-11-21,20:00:00,Pago
11061752,6,Banco Estado,39527464,8386282,8,Scotiabank,65050600,184778,TEF,2023-11-22,09:00:00,Servicios
22356055,1,Banco BCI,26149580,6812608,0,Banco Santander,19255291,212240,TEF,2023-11-11,04:00:00,Honorarios
15310402,3,Itau,78466964,17288798,6,Itau,16155610,144461,TEF,2023-11-12,22:00:00,Abono
7009111,1,Banco Santander,33830273,11419503,5,Banco Estado,16423221,44886,TEF,2023-11-02,05:00:00,Remuneración
9801729,2,Itau,79868085,22143428,5,Banco Santander,30570376,243047,TEF,2023-11-08,13:00:00,Abono
22949551,8,Banco de Chile,60324180,7684870,7,Banco Estado,90054995,174950,TEF,2023-11-24,17:00:00,Devolución
3525322,8,Banco BCI,83865362,20291153,9,Banco Estado,87249553,198008,TEF,2023-10-24,09:00:00,Remuneración
17220246,3,Banco de Chile,26624876,24321245,7,Banco Estado,47097843,79149,TEF,2023-11-05,07:00:00,Varios
3878813,7,Banco BCI,65132986,21570179,0,Banco Santander,46609830,177363,TEF,2023-10-01,07:00:00,Honorarios
13162273,3,Banco de Chile,60489926,21333262,2,Banco BCI,40661233,30523,TEF,2023-11-20,02:00:00,Abono
2644545,1,Itau,91085496,19077505,3,Scotiabank,78448409,150292,TEF,2023-11-13,14:00:00,Remuneración
10244630,2,Banco BCI,28755190,24816716,8,Banco BCI,99908567,68280,TEF,2023-11-16,15:00:00,Honorarios
17815704,0,Banco BCI,74040532,18364670,6,Banco BCI,93691660,35735,TEF,2023-11-04,08:00:00,Varios
